title,price,transaction_type,governorate,delegation,area_m2,bedrooms,bathrooms,subcategory,publisher_name,is_shop,published_on,description,detail_url
"Location Estivale : Villa S+6 Avec Piscine à Sidi Mahersi, Nabeul",,À Louer,Nabeul,Sidi Mahersi,500,6,4,house,Leboulevard Immobilier,False,2025-05-15,"L’agence immobiliere Le Boulevard vous propose : #Location_Estivale #Reference : 848a Villa S+6 avec piscine au bord de la mer, situee a Sidi Mahersi, Nabeul. Au rez de chaussee on trouve un salon donnant sur la piscine, salle a manger, une cuisine bien equipee, 2 chambres a coucher, salle d'eau et une terrasse vue sur mer. L’etage comprend une suite parentale avec balcon vue sur mer, 2 chambres a coucher, sejour avec balcon vue sur mer, salle de bain et salle d’eau. Au sous-sol on a un salon, salle de jeux et une chambre a coucher. • Une belle piscine chaude et froid • 03 minutes a pied de la plage • 250 metres de la plage • Abri pour 3 voitures • 5 climatiseurs • Des ventilateurs dans chaque chambre • Une Cuisine et salle d’eau a l’exterieur • Coin barbecue • Systeme alarme • Camera de surveillance • Pres de toutes les commodites (Magasin, restaurant, salon de the, salle de sport…) Pour plus d'informations, contactez-nous sur : Telephone : 29698922|55982862 | 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/83037-villa-s6-au-bord-de-la-mer-a-sidi-mahersi-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/niapolis/location-estivale-villa-s+6-avec-piscine-a-sidi/fkbev1
"Pour Vos Vacance : Villa S+3 Pied Dans L'eau Avec Piscine à Maamoura, Nabeul",,À Louer,Nabeul,Cité El Riyadh,300,3,2,house,Leboulevard Immobilier,False,2025-05-14,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 202a Villa S+3 haut standing avec Piscine et pied dans l'eau situee a Maamoura, Nabeul La villa se compose d’un salon vu sur mer, 3 chambres a coucher, 2 salle d'eau et une cuisine bien equipee (plaque, hotte, cafetiere, machine a laver, refrigerateur …) • 3 Climatiseurs • Abri pour 4 voitures • Jardin avec piscine • Coin barbecue • Pied dans l'eau • Wifi illimite • Minimum une semaine Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/40062-villa-s3-avec-picine-et-pied-dans-l-eau-a-maamoura",https://www.houni.tn/en/property/rent/house/nabeul/beni-khiar/el-maamoura/pour-vos-vacance-villa-s+3-pied-dans-l-eau-avec/8r3ij
"Location Estivale : Villa Triplex S+5 Avec Piscine à Mrezga, Hammamet",,À Louer,Nabeul,Mrezga,400,5,3,house,Leboulevard Immobilier,False,2025-05-14,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 303a Villa triplex S+5 avec piscine situee a Mrezge, Hammamet Nord. Au rez de chaussee on a un salon lumineux donnant sur la piscine, salle a manger, une cuisine bien equipee (Plaque, hotte, micro-onde, machine a laver, refrigerateur, cafetiere …) et salle d’eau. Au 1er etage on trouve une suite parentale avec balcon, 3 chambres a coucher avec dressing et balcon vue sur piscine et salle d’eau Au 2eme etage on a une spacieuse chambre avec lit double, dressing, television et une grande terrasse vue sur mer • Toutes les pieces sont climatisees • Une belle piscine privee • Abri de voiture • Wifi illimites • 04 minutes de la plage avec voiture • Capacite : 10 personnes Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55 982 862 |22 232 885 WhatsApp (216)29698992| (216)22232885| (216)55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/43983-villa-triplex-s5-avec-piscine-a-mrezge",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/location-estivale-villa-triplex-s+5-avec-piscine/95zhw1
"Pour Les Vacances : Villa Triplex S+3 Avec Piscine à Mrezga, Hammamet",,À Louer,Nabeul,Hammamet Nord,250,3,2,house,Leboulevard Immobilier,False,2025-05-14,"L’agence immobiliere le boulevard vous propose : #location_Estivale #Reference : 235a Villa triplex S+3 avec piscine situee a Mrezge, Hammamet Nord Au RDC on a un salon lumineux, une cuisine bien equipee (Plaque, hotte, micro-onde, machine a laver, refrigerateur …) et salle d’eau Au 1er etage on trouve une grande chambre avec lit double, Television et balcon, une chambre d’enfant avec 2 lits simple et salle d’eau Au 2eme etage on a une spacieuse chambre avec lit double, dressing, television et un grand balcon • Toutes les pieces de la villa sont climatisees • Piscine 3m X 4m • Abri pour 2 voitures • 3 minutes de la plage avec voiture • Minimum 3 nuitees Pour plus d'informations, contactez-nous sur : 29698992| 55 982 862 |22 232 885 WhatsApp (216) 29698992|(216)22232885| (216)55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/41343-villa-duplex-s3-avec-piscine-a-mrezge-hammamet-nord",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/pour-les-vacances-villa-triplex-s+3-avec-piscine/tez2ul
"Pour Vos Vacance : Villa S+3 Pied Dans L'eau Avec Piscine Située à Maamoura, Nabeul",,À Louer,Nabeul,Cité el wafa,150,2,1,flat,Leboulevard Immobilier,False,2025-05-09,"L’agence immobiliere Le Boulevard vous propose : #Location- Estivale #Reference : 1161a Un appartement S+2 haut standing dans une residence bien securisee a AFH Mrezge, Cite El wafa, Nabeul. Il se compose d'un salon avec balcon vue mer, 2 chambres a coucher avec dressing, salle d’eau, une cuisine bien equipee et une grande terrasse vue sur jardin. • 3 Climatiseurs • Piscine collective • Jardin • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salon the…) Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/111753-appartement-s2-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/pour-vos-vacance-villa-s+3-pied-dans-l-eau-avec/bjzhke
"Pour Vos Vacance : Villa S+3 Pied Dans L'eau Avec Piscine Située à Maamoura, Nabeul",,À Louer,Nabeul,Oued Souhil,300,3,2,house,Leboulevard Immobilier,False,2025-05-09,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 202a Villa S+3 haut standing avec Piscine et pied dans l'eau situee a Maamoura, Nabeul La villa se compose d’un salon vu sur mer, 3 chambres a coucher, 2 salle d'eau et une cuisine bien equipee (plaque, hotte, cafetiere, machine a laver, refrigerateur …) • 3 Climatiseurs • Abri pour 4 voitures • Jardin avec piscine • Coin barbecue • Pied dans l'eau • Wifi illimite • Minimum une semaine Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/40062-villa-s3-avec-picine-et-pied-dans-l-eau-a-maamoura",https://www.houni.tn/en/property/rent/house/nabeul/beni-khiar/el-maamoura/pour-vos-vacance-villa-s+3-pied-dans-l-eau-avec/idyhwx
Duplex s+2 avec jardin à La soukra ZDL0664,2.0,À Louer,Ariana,Ariana Tunis,1,1,1,flat,La croisette immobilière,False,2025-05-08,"La Croisette Immobiliere Tunisie vous propose a la location un duplex S+2 avec petit jardin situe dans un quartier residentiel a La Soukra. Ce dernier est compose comme suit : Au rez-de-chaussee : un salon, une salle d'eau invites et une cuisine amenagee et equipee attenante a une terrasse. A l’etage : deux suites. Le duplex est equipe du chauffage central et de climatiseurs. REF:ZDL0664",https://www.houni.tn/en/property/rent/flat/ariana/ariana-ville/ettaamir/duplex-s+2-avec-jardin-a-la-soukra-zdl0664/j02ma7
"Location annuelle : Appartement S+2 Meublé à AFH Mrezga, Cité El Wafa, Nabeul",1300.0,À Louer,Nabeul,Cité el wafa,110,2,1,flat,Leboulevard Immobilier,False,2025-05-07,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 785a Un appartement S+2 meuble dans une residence bien securisee a AFH Mrezge, Cite El wafa, Nabeul. Il se compose d'un salon, 2 chambres a coucher avec dressing et balcon, salle de bain et une cuisine bien equipee (plaque, hotte, four, machine a laver...) avec sechoir. • 2 Climatiseurs • Chauffage central • Ascenseur • Piscine collective • Place de parking sous-sol • Reseau wifi illimite • 05 minutes de la plage a pied • Pres de toutes les commodites (Facultes, Magasin, restaurant, banque, cafe, transport…) • Prix : 1300DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 |22232885 WhatsApp (216) 29698992| (216)55982862 | (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/79901-appartement-s2-a-afh-mrezga",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+2-meuble-a-afh-m/cj2qik
A Vendre Villa Triplex S+4 Haut Standing Avec Piscine Située à Hammamet Nord,880000.0,À Louer,Nabeul,Hammamet Nord,340,4,3,house,Leboulevard Immobilier,False,2025-05-06,"L’agence immobiliere le boulevard vous propose : #A Vendre #Reference : 1138a Superbe villa triplex S+4, jamais habitee, de haut standing, avec piscine, situee a Hammamet Nord. Le rez-de-chaussee comprend un salon lumineux donnant directement sur la piscine, une cuisine bien equipee ainsi qu'une salle d’eau pour les invites. Au premier etage, vous trouverez : Une suite parentale avec salle d’eau, dressing et balcon avec vue sur mer, Deux chambres a coucher avec dressings, balcon et une salle d’eau commune. Le deuxieme etage abrite une spacieuse suite avec dressing, salle de bain et une grande terrasse offrant une magnifique vue sur la mer. • Toutes les chambres beneficient d'une vue mer • Chauffage centrale • Sous-sol de 40m² • Camera de surveillance • Jardin avec piscine • 2 km a la plage • Superficie de terrain : 262m² • Superficie batie : 340m² • Papiers en regles • Prix : 880.000TND Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp : (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/109985-villa-duplex-s4-avec-piscine-a-hammamet-nord",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/hammamet-nord/a-vendre-villa-triplex-s+4-haut-standing-avec-pisc/v91vtu
"A Louer Etage De Villa S+3 Meublé En 2éme étage Située à Néapolis, Nabeul",1300.0,À Louer,Nabeul,Néapolis Nabeul,200,3,2,flat,Leboulevard Immobilier,False,2025-05-03,"L’agence immobiliere le boulevard vous propose : #Location annuelle Reference : 94a Etage de villa S+3 meuble vue sur mer en 2eme etage situee a Neapolis, Nabeul Il se compose d'un specieux salon ayant un balcon vue mer, salle a manger, une cuisine bien equipee (plaque, hotte, refrigerateur….) avec sechoir, 3 chambres a coucher avec dressing et balcon et salle d'eau et salle d'eau a l'exterieur. • 2 climatiseurs • Chauffage central • 5 minutes de la plage a pieds • Proche de toutes les commodites (hotel, restaurant, salon de the, louange, municipalite) • Prix : 1300 DT/ mois Pour plus d'informations, contactez-nous sur : Telephone : 29698995|55982862 | 22232885 Whatsapp (216) 29698992|(216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/33289-etage-de-villa-s3-vue-mer-a-neapolis-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-etage-de-villa-s+3-meuble-en-2eme-etage-si/oy1b43
"A Louer Villa S+3 Haut Standing Avec Garage Situé à Mrezga, Hammamet",1700.0,À Louer,Nabeul,Mrezga,250,3,2,house,Leboulevard Immobilier,False,2025-05-01,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 900a Rez de chaussee S+3 haut standing, situe a Mrezge, Hammamet. Il se compose d'un spacieux salon, sejour, une suite parentale, 2 chambres a coucher avec dressing, salle de bain, une cuisine bien equipee (plaque, hotte et four…) avec terrasse et salle a manger. • 2 Climatiseurs • Chauffage central • Entree independante • Abri de voiture • Garage avec salle d’eau • Proche de toutes les commodite (Magasin, banque, ecole, faculte, restaurant, plage…) • Prix : 1 700 DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/90586-rez-de-chaussee-s3-avec-jardin-a-mrezga",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/a-louer-villa-s+3-haut-standing-avec-garage-situe/m5iovg
Spacieux appartement de type S2,1100000.0,À Louer,Sousse,Hamem sousse,120,2,1,flat,adem.immobilier,False,2025-05-01,"🛑🛑 A louer a l'annee: Appartement S2 ✅Situe a Hamem ✅Situe au 2eme etage d'un petit immeuble sans ascenseur ✅Spacieux Salon qui s'ouvre sur un grand balcon ✅deux chambres ✅cuisine bien equipee ✅salle de bain Frais visite: 10dt Soyez les bienvenus a notre agence Immobiliere : Trocadero rue Victor Hugo immeuble Mahjoub B1, ou bien nous contactez ☎𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : (+216)50989825 /(+216) 50 637 602 / Viber et WhatsApp ☎𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 Agence 51467492 Nos agents sont a votre disposition pour toutes informations et conseils necessaires pour acquerir le bien immobilier qui vous convient",https://www.houni.tn/en/property/rent/flat/sousse/hammam-sousse/bir-moussa/spacieux-appartement-de-type-s2/pa8lt
Réservez pour vos vancances d'été,2500.0,À Louer,Sousse,AKOUDA tantana sousse,70,2,1,flat,adem.immobilier,False,2025-05-01,"Reservez pour vos vacances avec des prix abordables contact: 00216 50 98 98 25 Reservation : Pour reserver il faut une acompte sera payer dans l'agence ou bien par versement bancaire ou mondat minute Adem immobiliere vous propose : A louer en Tunisie a Sousse Chatt mariem dans la meilleure residence avec prix tres abordables , un magnifique appartement richement meuble dans lequel on trouve toutes les commodites necessaires pour passer un agreable sejour au soleil. Cet appartement compose d'un salon + deux chambres a coucher avec une belle vue sur mer et piscine La residence beneficie de: - 7 #piscine privee (couvert et pres de la mer ) 2 piscines pour enfants -acces privee a une tres belle plage -#appartement de standing bien equipe -a 10 min du fameux port el kantaoui - centre de Spa avec hammam, massages, soins divers, salle de sports, piscine couvert , salon de coiffure et esthetique restaurant, une cafeteria, une salle de jeu, superette ouverte toute la journee, parasol dans toute la residence et sur la plage. Soyez le bienvenue a notre agence Immobiliere : Trocadero rue victor hugo immeuble mahjoub B1, ou bien contactez: (00216)50989825/ (00216)509141 (00216)51467 492/ 00216 50637602 Nos agents sont a votre disposition pour toutes informations et conseils necessaires pour louer le bien immobilier qui vous convient",https://www.houni.tn/en/property/rent/flat/sousse/hammam-sousse/el-kantaoui/reservez-pour-vos-vancances-d-ete/dm6in9
Pour Vos Vacance : Villa Duplex S+4 Haut Standing Avec Piscine à Hammamet Nord,,À Louer,Nabeul,Hammamet Nord,300,4,3,house,Leboulevard Immobilier,False,2025-05-01,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 299a Villa duplex S+4 avec piscine haut standing situee a Cite Diamant, Hammamet Nord L'entree donne sur un lumineux salon donnant sur la piscine, une cuisine bien equipee avec terrasse, une chambre a coucher avec dressing et salle d'eau L’etage comprend une suite parentale avec salle d’eau, dressing et balcon vue sur mer, 2 chambres a coucher et salle de bain • Toutes les pieces de la villa sont climatisees • Abri de voiture • Une belle piscine • Jardin avec douche et salle d’eau • Coin barbecue • Systeme alarme • Pres de toutes les commodites (Magasin, restaurant, banque, salle de spot…) • 03 minutes de la plage avec voitures Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/43976-villa-duplex-s4-avec-piscine-a-hammamet-nord",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/pour-vos-vacance-villa-duplex-s+4-haut-standing/kmav39
"Pour Vos Vacance : Villa Triplex S+3 Avec Piscine à Mrezga, Hammamet",,À Louer,Nabeul,Hammamet Nord,250,3,2,house,Leboulevard Immobilier,False,2025-05-01,"L’agence immobiliere le boulevard vous propose : #location_Estivale #Reference : 235a Villa triplex S+3 avec piscine situee a Mrezge, Hammamet Nord Au RDC on a un salon lumineux, une cuisine bien equipee (Plaque, hotte, micro-onde, machine a laver, refrigerateur …) et salle d’eau Au 1er etage on trouve une grande chambre avec lit double, Television et balcon, une chambre d’enfant avec 2 lits simple et salle d’eau Au 2eme etage on a une spacieuse chambre avec lit double, dressing, television et un grand balcon • Toutes les pieces de la villa sont climatisees • Piscine 3m X 4m • Abri pour 2 voitures • 3 minutes de la plage avec voiture • Minimum 3 nuitees Pour plus d'informations, contactez-nous sur : 29698992| 55 982 862 |22 232 885 WhatsApp (216) 29698992| (216)22232885| (216)55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/41343-villa-duplex-s3-avec-piscine-a-mrezge-hammamet-nord",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/pour-vos-vacance-villa-triplex-s+3-avec-piscine/wgh08n
"Location Estivale : Villa Triplex S+5 Avec Piscine Située à Mrezga, Hammamet",,À Louer,Nabeul,Hammamet Nord,500,5,3,house,Leboulevard Immobilier,False,2025-05-01,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 303a Villa triplex S+5 avec piscine situee a Mrezge, Hammamet Nord. Au rez de chaussee on a un salon lumineux donnant sur la piscine, salle a manger, une cuisine bien equipee (Plaque, hotte, micro-onde, machine a laver, refrigerateur, cafetiere …) et salle d’eau. Au 1er etage on trouve une suite parentale avec balcon, 3 chambres a coucher avec dressing et balcon vue sur piscine et salle d’eau Au 2eme etage on a une spacieuse chambre avec lit double, dressing, television et une grande terrasse vue sur mer • Toutes les pieces sont climatisees • Une belle piscine privee • Abri de voiture • Wifi illimites • 04 minutes de la plage avec voiture • Capacite : 10 personnes Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55 982 862 |22 232 885 WhatsApp (216)29698992| (216)22232885| (216)55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/43983-villa-triplex-s5-avec-piscine-a-mrezge",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/location-estivale-villa-triplex-s+5-avec-piscine/l3cd96
Villa paradiso kerkinnah,750.0,À Louer,Sfax,Auled ezdine kerkinnah,450,5,3,house,Man Shal,False,2025-04-29,Villa avec piscine vue de mer a 10 munite de bata7 Sidi youssef 2 s + 5 climatisee Cuisine bien equipee +kitchenette Terasse vue de mer et piscine Parking pour 6 voiture Des camera di serveillonce Wathsapp 00393515886572,https://www.houni.tn/en/property/rent/house/sfax/kerkennah/melita/villa-paradiso-kerkinnah/wuvbck
À LOUER – 2 ÉTAGES D'UN IMMEUBLE NEUF HAUT DE GAMME,850.0,À Louer,Sfax,route el ain,120,3,2,flat,Maroua Mallek,False,2025-04-27,"A LOUER – 2 ETAGES D'UN IMMEUBLE NEUF HAUT DE GAMME 📍 Route El Ain, KM5 🔹Location exclusivement reservee a des bureaux, cabinets professionnels (tels que cabinets d’avocats, d’experts-comptables, d’architectes, de consultants, etc.) ou a des espaces de coworking. Convient egalement a des structures d'enseignement ou de formation (ecoles, centres de formation professionnelle, academies privees, etc.) Nous louons deux etages complets dans un immeuble neuf (2025), haut standing avec ascenseur. Il comprend 8 appartements modernes et spacieux, parfaits pour une utilisation professionnelle. 🏢Caracteristiques des appartements : ✔ 6 appartements S+3 (110 a 120 m² couverts) ✔ 2 appartements S+2 (90 a 100 m² couverts) 🔧Equipements et prestations : ✅ Pre-installation du chauffage central ✅ Deux placards integres par appartement ✅ Finitions haut de gamme, materiaux de qualite, ascenseur 📍Emplacement strategique, proche de : ✔ Municipalite, Recette des Finances, Poste, Commissariat de police ✔ Banques(ATB, Zitouna, etc.) ✔ Commerces(supermarches, restaurants, boutiques) 📅Disponibilite & Conditions : 🟢 Disponible immediatement 🟢 Usage professionnel privilegie (bureaux, cabinets, etc.) 📞 Contact : 📱 26824836 🏢 للــــكـــــــــــــراء – طابقين في بناية جديدة وفخمة 📍 طريق العين، كلم 5 🔹 الايجار مخصص حصريا للمكاتب او المكاتب المهنية (مثل مكاتب المحامين، مكاتب الخبراء المحاسبين، مكاتب المعماريين، مكاتب الاستشارات، وغيرها) او لمساحات العمل المشترك. كما يناسب ايضا الهياكل التعليمية او مراكز التكوين (مثل المدارس، مراكز التدريب المهني، الاكاديميات الخاصة (… للــــكـــــــــــــراء طابقين كاملين في بناية جديدة (2025)، فخمةومجهزة بمصعد، تحتوي على 8 شقق حديثة وواسعة، مثالية للاستعمال المهني. 🏠 مواصفات الشقق : 6شقق S+3 (مساحة مغطاة بين 110 و120 م²) 2 شقق S+2 (مساحة مغطاة بين 90 و100 م²) 🔧 التجهيزات والخدمات : ✅ تجهيز مسبق للتدفية المركزية ✅ 2 خزاين مدمجة في كل شقة ✅ تشطيبات فاخرة، مواد عالية الجودة، مصعد 📍 موقع استراتيجي وقريب من : ✔ البلدية، القباضة المالية، البريد، مركز الشرطة ✔ البنوك ATB، الزيتونة،... 📅 التوفر والشروط : 🟢 متوفر حاليا 🟢 الاولوية للاستعمال المهني (مكاتب، عيادات،...) 📞 الاتصال 26824836",https://www.houni.tn/en/property/rent/flat/sfax/agareb/bouledhieb/a-louer-–-2-etages-d-un-immeuble-neuf-haut-de-gamm/euno3r
"A Louer Etage De Villa S+2 (Vide) Haut Standing Situé à AFH Mrezga, Nabeul",1600.0,À Louer,Nabeul,Cité el wafa,100,2,1,flat,Leboulevard Immobilier,False,2025-04-25,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1149a Etage de villa S+2 (Vide) haut standing en 2eme situe a AFH Mrezge, Cite El Wafa, Nabeul Il se compose d’un salon spacieux et lumineux, une cuisine bien equipee (plaque, hotte, four…) avec sechoir, 2 chambres a coucher, placard et 2 salles d'eau. • Climatiseurs • Chauffage central • Pres de toutes les commodites (Faculte, magasin, restaurant, salle de sport, transport…) • 10 minutes de la plage a pied • Prix : 1 600DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/110766-etage-de-villa-s2-vide-haut-standing-a-afh-mrezga-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-etage-de-villa-s+2-(vide)-haut-standing-si/pmr9qt
"A Louer Appartement S+1 Haut Standing Meublé à AFH Mrezga, Nabeul",1100.0,À Louer,Nabeul,Cité el wafa,70,1,1,flat,Leboulevard Immobilier,False,2025-04-25,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1148a Un appartement S+1 haut standing jamais habite, meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Se compose d’un salon lumineux avec balcon offrant une vue sur la piscine, d’une cuisine independante entierement equipee (plaque, hotte, four, refrigerateur, machine a laver…), d’une salle d’eau, chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 100DT / mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/110763-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-meuble-a-afh/06rh0y
"Location Annuelle : Appartement S+1 Haut Standing Jamais Habité (Meublé) à AFH Mrezga, Nabeul",1100.0,À Louer,Nabeul,Cité el wafa,65,1,1,flat,Leboulevard Immobilier,False,2025-04-25,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1147a Un appartement S+1 haut standing jamais habite, meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 100DT / mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/110760-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+1-haut-standing/zdaqe7
Location Estivale : Villa Duplex S+4 Haut Standing Avec Piscine Située à Hammamet Nord,,À Louer,Nabeul,Hammamet Nord,450,4,3,house,Leboulevard Immobilier,False,2025-04-23,"L’agence immobiliere le boulevard vous propose : #Pour_vos_vacances #Reference : 709a Villa duplex S+4 avec piscine haut standing situee a Hammamet Nord, 500 metres de la plage. L'entree donne sur un lumineux salon donnant sur la piscine, une suite parentale, une cuisine bien equipee et salle d'eau. L’etage comprend un sejour, 3 chambres a coucher avec balcon et dressing et salle de bain • Climatiseurs chaud-froid • Abri pour 4 voitures • Jardin avec une belle piscine (8m X 4m) • 05 minutes de la plage a pied • Pres de toutes les commodites Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 Whatsapp (216)29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/74283-villa-duplex-s4-avec-piscine-a-hammamet-nord",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/mrezga/location-estivale-villa-duplex-s+4-haut-standing/a3h918
"Location annuelle : Appartement S+3 meublé situé à Hammamet Nord, proche d’hôtel Nozha Beach",1400.0,À Louer,Nabeul,Hammamet Nord,130,3,2,flat,Leboulevard Immobilier,False,2025-04-22,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 1144a Appartement S+3 meuble situe a Hammamet Nord, proche d’hotel Nozha Beach. Il se compose d'un lumineux salon, une cuisine avec sechoir, 3 chambres a coucher avec dressing et 2 salles d’eau. • 4 Climatiseurs • Chauffage central • 2 minutes de la plage • Pres de toutes les commodite (Magasin, banque, restaurant, hotels, salle de sport…) • Prix : 1 400 DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/110554-appartement-s3-meuble-situe-a-hammamet-nord-proche-dhotel-nozha-beach",https://www.houni.tn/en/property/rent/flat/nabeul/hammamet/mrezga/location-annuelle-appartement-s+3-meuble-situe-a/erp8fv
فيلا مسبح للكراء Tunis Bay Golf Residence,3800.0,À Louer,Ariana,Tunis Bay Golf Residence,530,4,4,house,Hamdi Douss,False,2025-04-20,الاقامة محمية مع خدمة العناية بالحديقة و العناية بالمسبح مساحة الارض 520 319 مساحة البناء على طابقين طابق سفلي به صالة و غرفة و حديقة داخلية (شتوية) و مطبخ و حمام و غرفة خدم طابق علوي به 2 سويتات و 2 غرف و حمام مسبح و حديقة واسعة,https://www.houni.tn/en/property/rent/house/ariana/kalaat-el-andalous/pont-de-bizerte/فيلا-مسبح-للكراء-tunis-bay-golf-residence/a5t27r
